"","ko15","ko16","ko18","ko19","ko21","ko22","wt15","wt16","wt18","wt19","wt21","wt22"
"S448",20610.3568421052,432600.385000001,470198.954076927,117831.147157894,505913.05536842,164955.695000001,8154.94073684208,556593.875894735,256303.950105263,172943.898631579,503862.032888887,384684.407473683
"S449",146834.56,147275.889999999,94720.0599999994,51577.7049999997,97227.1899999987,31173.2349999993,310389.703749997,89938.5994285692,168484.770000006,79858.8199999999,116509.554999999,149818.708166669
"S450",24124.5215999988,812009.639999999,69772.3950000004,14593.625,3455.27466666663,0,1333.38,150527.730999999,66772.2900000002,0,100881.278499999,137351.170916667
"S451",441605.440000003,271250.135666667,1010414.07999998,675394.195851858,75421.9203999994,46122.1150000001,102900.315000001,88334.4234545452,78095.0649999982,178202.939045455,0,51120.7250000003
"S452",28364.0599999993,38685.2748750007,0,25709.8199999994,0,22593.9049999995,12876.0680440939,33875.9899999992,25372.9534893141,43277.3095000009,24882.1439435553,12147.5586077415
"S453",1095257.72892009,1028780.92,260464.421320843,428056.486400009,437461.320000001,412351.980545453,922826.66168356,1184605.22507563,770809.561028992,543823.504089915,718274.954444506,860051.162642856
"S454",52234.7006370093,38204.2939592304,47358.9383018698,37652.3350000013,34046.5887575018,10847.2856380265,46071.8230000006,53696.9855833333,36012.2150000013,47324.4097142865,32091.0211238249,29576.8912990367
"S455",31329.1623253291,36416.8866630903,67916.1382823709,40915.2217499993,38125.428931082,39618.4832162029,56174.3870000007,20706.5150000007,41995.2100000001,39114.3977777786,45805.9849999999,38880.0893560444
"S456",13188.2577422877,36617.8699999998,53741.4142222233,64721.1201875006,32598.95,19319.9249999995,35242.1477142848,100851.791238095,36794.4860000006,27192.1088333324,23708.1850000008,39181.3400000001
"S457",315472.620749997,357234.725000001,414698.533052631,132769.867999998,273867.25968,91647.9649999984,422412.624812496,487223.543555561,272822.429538462,200607.8106,181410.979652174,72637.9100000002
"S458",52341.3417142866,74002.5900000006,91321.4067857128,27637.1883088886,25066.0393249876,34018.489448156,116462.338666665,68337.2900000006,97583.8581052629,42654.1764444439,17299.5646556134,30196.6306548397
"S459",454909.504999989,840816.480999996,841536.35544444,852732.173333323,227075.24,486829.725882358,391690.002285704,1149865.99700001,387030.760000014,284924.853333337,136903.070000005,455404.272761905
"S460",130534.568599999,126259.505,194382.907714283,118753.878857145,55319.6199999999,58914.4140000011,225830.919384616,119085.545000004,61382.4096000005,89133.0100000005,63201.3976000004,80996.5750000005
"S461",143044.130000002,82883.9649999994,88633.7749999999,110061.183473684,86060.8101176465,58397.3388571438,257795.77845,58621.770000002,42906.0399999994,191533.908421052,33819.1457300266,139831.860437501
"S462",159160.501538462,200792.427695652,234250.711789473,217088.532296296,79948.0250000009,71092.59925,204665.656124998,238673.455000001,172445.923166666,104495.7455,38561.5999999997,37428.5399999997
"S463",124571.823200001,198291.665687498,195806.214736842,45140.8600000016,63852.0000000002,61553.7766000013,65825.6882817665,165960.509217392,52075.1772999996,43962.4233932757,50942.3149999997,38668.0199999999
"S464",50762.9608386829,175237.745000002,28312.5490032881,104446.462714284,27435.1910190785,52779.6249999993,96315.7813333322,82912.1349999999,61786.9466999995,35566.9572273186,40613.3150000014,0
"S465",49431.5201666673,57896.2855735147,9781.27660048547,43498.9528222565,25398.3849999997,17776.695108521,55782.2200143441,83912.1556693874,64564.0749999991,55266.690374999,25603.3999999994,12006.6924026064
"S466",113217.406609418,111023.914120636,79159.2649999982,53283.3857142866,31925.9999999996,20593.1863900079,74897.266377309,69970.5903031601,34769.9906409586,0,6863.61165702391,0
"S467",79368.9749999999,178505.465000002,17445.8590141806,28077.665000001,3390.92482110784,29888.37,0,25005.3001304776,4792.79359985036,10790.9924095488,4548.70362851841,0
"S468",543443.119999999,715126.533411277,536331.552241717,506759.519999999,817065.587999994,650609.869510621,304788.353680432,830874.265599994,790985.447841411,444751.019132312,503776.891930181,556876.305099794
"S469",89634.8458173936,43006.1999999997,124733.594507808,128339.815951232,79987.2077030358,30729.0997142849,88403.7200000031,86707.1170664122,103710.343229555,115717.031211724,228851.215777777,58570.1249999999
"S470",31673.7535174052,0,89948.872397264,121673.742246464,106331.443006468,97125.715136465,60503.205538032,106332.359999999,22616.9891167983,149980.21,168597.862,79344.8741666677
"S471",30326.2074922918,16125.363833728,18832.1050322494,40724.4299999993,232437.499305555,51299.1349999993,22034.6423460154,24801.6776949942,33138.4754999988,32868.6035731869,54912.7200000019,58222.1045000013
"S472",96792.7658333299,186524.644363641,140558.637375003,53181.8300000019,113239.796357141,52012.7749999993,365789.232947367,190402.595000007,92519.2479915976,59083.4121666646,112011.745000001,60917.6249999996
"S473",1270273.70752942,703048.079999999,557676.323555567,211355.865142852,144706.159999998,270598.882400002,1001438.80500001,435232.759999994,865938.230857144,423648.073285716,229040.880000001,314076.72
"S474",136405.459125003,143431.742727276,103564.992375002,51092.5549999997,60867.5450000002,68959.2839999998,154335.605000001,120124.704999998,110068.806399999,45879.5399999994,39010.7549999995,35487.9399999995
"S475",66755.0750000004,93088.7422500008,67251.5775000015,29299.9393333337,53824.317066667,43809.7405714293,1335869.78188234,11584.8555531854,322433.060291668,68149.4900000024,75857.1150000006,641676.865083333
"S476",11906.3253483993,5284.17424610892,7960.68407138345,5067.20164253567,0,20344.0025696451,444785.68278261,4128.92655542914,25507.9349999998,24520.0476286661,9124.58774151112,169148.330000002
"S477",138119.075,66100.1950909089,84848.0399999999,34048.1399999995,46037.7930999997,0,133081.694092576,121047.285333332,54698.3150000019,0,13795.7689928918,34987.1399999998
"S478",21371.1648502401,33090.3600000012,20784.7649999995,37807.9581116339,29510.8657160043,37654.8425454544,7181.09369010976,40520.0502858187,35733.6450000002,15497.3924301795,29871.9455402386,30812.2710302029
"S479",161038.500000001,2071266.74299999,47934.5370085242,89269.0471666678,11087.3401513418,29177.860000001,63342.4572999995,119221.7,35183.0863871427,40297.8950564317,90001.5850000005,37226.4469626533
"S480",34065.3549999998,329964.211636371,30750.6849999996,25676.9549999994,3070.91417270744,11350.4547076112,20745.6399999995,30359.4350000011,0,16641.8649804428,52005.8645333337,0
"S481",31198.5568571434,176657.200000006,0,35787.7383333338,4070.26313495817,4947.3029195444,7137.4841246858,11809.3238307071,18149.1874624491,7081.32188847743,6506.28031781258,12040.186556029
"S482",10812.4237032294,165354.77,2262.67163718928,2897.72938624965,7761.10421535463,2780.78217773106,29189.3294412106,36764.9800000013,43260.9693749992,5815.39206792006,4779.12539262093,48443.0100000017
"S483",11455.2031568227,265849.679999996,2706.19686606873,4826.97788787831,6957.3355627146,10664.5539467224,40897.3249631737,44943.669999999,48349.5876055259,19192.2720000002,58744.3639999993,65305.8849999985
"S484",88957.6879166666,785467.239999982,97777.3875555544,75794.5149999999,0,0,564.924888888882,164958.825000006,95664.4117142833,74528.3850666657,101868.730399999,78359.5499999999
"S485",0,317644.920000011,164182.313333336,72290.479999999,0,99503.0571666632,11510.6688000001,0,0,0,0,0
"S486",90357.4473749984,102391.816519535,262400.691714285,83603.8649999999,23616.1324851561,15443.42,18851.5244416941,46838.8849999989,128063.706106807,79927.6799999995,5795.66003145094,13034.8850000005
"S487",523552.201355507,524288.516480627,380970.353134454,109374.719999997,285956.800000001,178281.194115241,1223369.22584616,685580.413090907,56006.8880971644,247507.879999998,161968.095335307,0
"S488",204020.707699999,215159.330000001,128029.229768437,42402.32017279,33269.2128000003,46939.0449999994,182713.240124997,122174.807219113,94819.3888571405,153649.034181822,55729.6499999999,73965.0299999999
"S489",546302.375000003,138829.585,601543.288888901,464880.545999992,183698.134999999,279123.624000005,90325.4250833333,182862.424999999,77595.390500001,84198.8466666657,30062.085,75915.019999999
"S490",564324.287187495,234222.595000001,101429.944518518,30357.5567300281,48548.7790714288,90039.5383767281,453282.80725,46585.0025611134,117842.026274931,34709.2377816941,97674.0891618776,756748.920897266
"S491",134203.498514173,0,23694.484154363,184056.520000006,21725.1124915357,23942.0785113863,134965.599999998,9115.57041009635,104677.522979569,292091.599999998,34275.0649999995,0
"S492",530134.359999988,51454.0700000003,292835.39328518,726798.519999999,66917.6189859904,27010.6684133455,362777.777016345,37951.0650986818,287121.351118721,470939.799999989,71799.1336394283,40469.298367175
"S493",532655.195550307,0,604225.332180545,849120.191564365,32298.3838069428,15122.9985128921,455607.849016215,18132.6183297967,620401.475199995,747181.079999999,203839.089578947,10901.9308092989
"S494",252265.480000001,729036.469999987,239487.254999998,178347.399999999,357633.799999998,391224.959999999,19395.045,105433.453124998,14341.6599999999,35722.69,41976.4300000001,15856.8783750003
"S495",163636.399999997,451863.663,158384.259999997,61166.6897803559,224502.803875002,115580.102624998,225258.760259691,329364.07185,140970.504999999,62438.8049999996,116382.79,152905.948728716
"S496",53485.4400000001,84636.9378178046,69403.0549999991,38122.2447157144,42744.132810748,28916.4707497573,72824.1450000002,58486.1573333326,30772.8489263306,32995.1917027503,44270.7066666661,38885.5549999999
"S497",396289.991999994,250927.124636371,196484.162874998,90548.7698181815,75804.7492275728,64822.2999999996,551918.550291663,261962.783142858,180594.101207278,82902.937312787,45826.3299999994,111219.884478919
"S498",606267.309514131,632103.027427275,704964.70607819,364254.368320509,433687.04711112,544427.249381842,1098375.68984616,375438.571727497,232763.524994252,266888.840000009,360425.759999998,374416.904783058
"S499",40452.1200000014,100759.395,74600.1206218268,100551.607674476,300724.391407098,162658.274999998,17391.5067282661,110956.661321245,134690.356125002,181945.335,334610.872591942,277448.874355653
"S500",403777.837727273,614700.638399997,117602.404307693,211276.955217389,84127.0048333344,375796.36922222,1917923.20078571,248318.753466892,229061.225,148859.67,194014.737099999,1319757.37231999
"S501",24417.6593333337,64293.7205714296,45857.4447689588,29604.486876383,28135.5175217766,28415.7049999996,575378.217142858,24829.2104999991,46943.8701999997,51621.9786781666,65977.1569230771,465118.706482759
"S502",0,38865.6391018377,0,9251.50546788206,7643.08707732322,0,110365.364999997,7913.5819369022,32525.3949999996,0,0,66005.4400000002
"S503",86710.3899999999,98914.8950202193,66226.8554836571,24393.6549999997,35015.3099999999,23613.6798255455,177444.395,155874.994300003,43774.6149999997,46638.5649999992,25750.8973333324,13331.2756459623
"S504",23794.3329170058,6537.59201532042,14042.2364484519,60584.4320000002,5446.26384085027,11098.6108931351,67639.3000000024,21224.5299999995,33915.1150000012,0,20420.7109837312,78043.4199999999
"S505",575916.668444438,62957.2514870584,484903.98890843,710785.439999995,101753.162258936,29149.7153333323,685568.593067134,38942.8652801036,996386.40152381,2406269.97631999,56645.1749999992,62919.1965736628
"S506",10294.5906681078,94502.1632465088,331416.920000001,74902.8994739176,17355.5640397316,0,4330.26279987684,1334844.74541176,1634190.16060465,96732.6499999999,49242.5663109756,6380.25739503353
"S507",20958.34601446,48022.086300001,55960.8483888886,36208.6561999997,20529.874182457,57727.4145000005,23568.0213273298,49579.8929230759,38704.0150000002,24543.4105620811,27503.3235226424,25219.1245722198
"S508",152772.338000957,136256.761832897,125595.945,98573.4511848823,87233.2176596763,135089.235000001,147457.43,154917.930375003,178267.447555559,98889.2199999993,131126.771881794,191963.63275
"S509",61050.6499999992,132981.816611544,107962.153336619,106702.992988461,85676.0619103949,83120.2799999981,117741.838015953,118086.475090912,111975.800824641,67085.1460853684,84888.730000003,57787.703999999
"S510",519013.362096781,18331.6834567172,583018.839999996,1534853.14149999,106015.114254109,17129.6924558719,514406.194117524,29825.9113994256,742325.964000016,1014079.43359404,120375.104999999,76654.8962142861
"S511",504443.319999997,1297036.8198,747744.962394909,427631.641142864,393650.929777786,573986.394666667,504662.153513005,475649.126400004,765529.448270614,542954.839999999,1647135.34208108,555224.440000001
"S512",16092.1987112553,5994.99171790809,0,82439.6147157071,18321.4901044242,36982.3488702454,56836.259999999,8088.46963677167,35707.5931029786,11394.9768491586,53616.2231111105,49878.2565714294
"S513",85701.0963333333,160933.173333331,43915.8882123977,39486.5150000001,41651.0826666675,37602.2549999991,851195.948571415,34783.6941971594,107839.175651579,31142.9817739019,79614.5805000015,217878.189714289
"S514",112716.188374999,216905.87,48264.5999999994,46069.4905797927,3560.29859147615,121337.106000001,1745007.25696296,37920.0509999993,289807.554013029,203649.592875001,122331.355,871532.849999997
"S515",96051.8750000006,304453.899757574,0,12398.8760574154,5862.468855902,23849.0349999994,938610.011481479,4878.46874102836,7680.05939616867,7355.93794639116,65908.4253333325,151108.86514286
"S516",1032674.64,23873.8903808376,454926.715128489,1113977.40654545,79306.3749999995,21434.6304000002,504404.075111111,36362.602789383,277731.16000001,748746.079999995,107409.653436056,29284.2799999993
"S517",60343.2700000009,76111.500888888,47161.3792549348,28064.5418859039,48523.3921785787,28661.410000001,48227.0400000001,56404.0183636362,21657.3907916927,24930.680005651,62554.8005670214,47302.258427186
"S518",237679.679999998,97836.8533333322,179048.520000006,303622.519999998,36677.3399999995,10592.8061117594,128542.839999997,53080.1049999999,182052.700533824,387488.087999993,22981.5388121671,3130.75002168553
"S519",1242383.72832,76969.4417892058,692576.078816036,1949805.47047619,105198.675866444,55398.5731458495,745681.462470366,39054.5853749993,699592.536200995,2076359.27373914,57715.7478333313,33698.6858333321
"S520",1061769.00923077,334492.311197116,165438.267759289,140324.159999999,30973.5490052369,122883.120363554,1540106.79499999,314623.917714291,170985.64,177993.685236753,114503.438710543,58757.9423247196
"S521",102966.045,88278.2860000014,78235.9150000005,27778.750000001,54945.2038999996,50424.5442342634,116990.01,63497.9328749989,112698.778956521,37568.6790151888,64914.7208888881,46628.5803750009
